Hot_Inlet_Temp_C,Hot_Outlet_Temp_C,Cold_Inlet_Temp_C,Cold_Outlet_Temp_C,Hot_Mass_Flow_kg_s,Cold_Mass_Flow_kg_s,Overall_U_W_m2K,Plant_Power_Percent
313.2,291.7,215.2,267.4,15617.0,464.2,4714.0,63.8
325.6,292.5,226.4,278.9,15429.5,704.2,4676.0,99.2
310.1,290.8,212.9,265.7,15554.8,397.1,4656.0,57.0
311.3,291.2,213.9,267.1,15177.2,433.4,4636.0,60.1
312.3,292.8,213.6,267.2,15440.1,419.6,4684.0,59.2
324.1,292.5,225.2,277.1,15533.4,665.8,4616.0,94.7
320.2,291.9,221.2,273.5,15412.3,586.2,4673.0,82.7
310.3,290.8,213.2,265.7,15559.8,410.8,4620.0,57.6
315.5,291.1,217.2,270.1,15322.4,510.6,4610.0,72.0
319.6,292.5,220.3,273.0,15611.4,559.7,4622.0,80.8
308.8,290.7,212.4,265.1,15744.8,392.2,4634.0,54.2
323.7,291.6,224.7,276.8,15345.6,685.0,4649.0,94.1
322.5,292.0,223.7,275.9,15333.2,650.7,4662.0,90.2
317.1,291.1,219.4,271.8,15618.0,529.5,4465.0,75.3
325.3,292.5,226.4,277.4,15636.9,701.3,4607.0,98.4
315.7,291.6,217.4,271.0,15321.6,506.8,4627.0,70.9
326.1,292.5,226.0,278.5,15337.0,715.3,4721.0,99.2
320.4,292.1,220.2,273.7,15357.7,601.9,4590.0,83.4
318.9,291.6,220.7,273.6,15198.3,578.4,4651.0,81.7
310.8,290.3,213.2,267.5,15262.2,417.3,4717.0,58.3
324.5,292.7,224.8,276.1,15249.4,677.1,4575.0,94.1
316.1,292.0,217.4,270.2,15284.8,520.7,4659.0,71.4
310.2,290.5,213.2,265.6,15394.8,419.6,4598.0,58.1
308.4,291.8,210.2,264.5,15435.1,366.0,4612.0,50.6
317.1,290.5,219.2,272.3,15632.6,558.3,4596.0,78.0
317.5,291.9,219.2,271.7,15250.2,556.8,4598.0,76.4
321.9,292.9,222.8,274.2,15547.6,618.2,4769.0,86.0
323.6,292.0,224.7,276.0,15367.9,667.6,4674.0,94.5
309.0,290.6,212.1,265.5,15392.6,393.5,4686.0,54.0
321.5,292.1,222.7,275.2,15501.2,625.1,4654.0,86.6
310.6,290.9,213.4,266.6,15231.6,421.9,4548.0,59.4
323.1,291.9,224.4,276.6,15457.4,659.8,4647.0,92.9
323.0,291.8,223.4,275.2,15425.0,653.0,4680.0,91.0
317.4,291.2,219.6,272.1,15473.9,554.4,4582.0,77.0
320.7,291.9,222.0,274.1,15443.4,613.1,4672.0,85.5
314.0,292.1,215.8,268.4,15768.3,471.9,4658.0,65.7
316.7,291.6,217.9,270.6,15304.3,538.4,4714.0,73.6
322.9,291.3,224.0,275.7,15320.4,661.0,4599.0,91.1
316.1,291.6,218.8,270.9,15306.5,523.1,4564.0,73.0
314.6,291.3,216.0,268.8,15316.7,491.8,4600.0,67.9
316.8,291.0,218.4,271.1,15304.4,526.5,4688.0,74.7
323.1,291.4,223.9,275.9,15578.4,657.2,4524.0,91.4
313.8,291.5,216.3,268.5,15613.1,489.4,4511.0,66.8
311.0,291.2,213.3,267.4,15314.4,418.3,4617.0,58.7
320.3,291.3,220.8,274.0,15275.1,604.8,4590.0,85.6
322.9,292.4,224.3,275.7,15470.7,646.8,4611.0,91.3
309.4,291.0,212.6,265.2,15317.2,387.5,4657.0,55.0
311.8,291.3,213.8,268.3,15494.9,438.4,4581.0,62.0
310.7,291.0,212.7,266.4,15430.4,406.1,4513.0,57.1
314.4,291.6,216.9,268.8,15172.6,472.4,4708.0,67.4
316.5,291.5,218.4,271.0,15632.1,518.6,4555.0,72.5
321.3,291.6,222.9,274.9,15669.4,633.1,4550.0,87.4
319.9,291.9,220.9,273.5,15308.1,582.8,4657.0,82.6
319.5,292.2,220.6,272.9,15341.8,591.8,4582.0,81.0
314.6,291.7,216.2,268.9,15442.9,486.9,4597.0,67.6
322.7,291.8,224.5,276.3,15450.2,667.8,4623.0,92.1
316.6,291.9,217.8,270.7,15498.8,521.1,4652.0,73.6
325.8,293.0,225.8,278.8,15701.5,716.0,4579.0,99.0
319.4,291.7,221.1,272.7,15373.5,575.3,4671.0,81.7
309.2,289.9,212.7,266.6,15280.3,407.7,4487.0,56.3
320.3,292.0,222.0,273.8,15193.1,600.7,4631.0,83.8
315.0,292.3,215.6,268.9,15290.4,477.4,4549.0,66.3
320.2,292.1,221.5,274.3,15395.0,592.9,4659.0,84.3
308.9,290.7,211.5,264.9,15669.2,377.6,4596.0,53.5
311.3,291.3,213.5,267.0,15322.4,423.5,4554.0,58.7
323.6,292.1,223.6,275.3,15433.6,654.6,4620.0,92.8
312.7,292.2,214.1,267.1,15397.5,441.6,4630.0,61.4
322.4,291.3,223.4,275.7,15578.3,644.2,4616.0,91.9
313.4,291.6,215.4,267.7,15779.0,462.8,4531.0,64.0
319.9,292.6,221.2,273.2,15320.4,577.2,4558.0,82.1
320.4,291.5,221.0,274.2,15326.6,610.3,4580.0,84.7
317.4,291.8,219.4,271.8,15556.6,545.5,4577.0,75.6
314.0,292.1,216.6,268.6,15502.3,462.1,4616.0,65.3
312.3,291.3,214.1,267.0,15677.0,437.0,4476.0,60.6
308.0,290.7,211.0,264.8,15487.6,370.7,4592.0,51.7
313.9,291.5,216.7,268.6,15346.1,462.6,4560.0,65.2
319.7,292.0,220.5,273.8,15488.6,582.7,4531.0,82.7
324.9,291.9,225.5,277.8,15566.3,673.9,4535.0,96.9
323.7,292.3,224.5,276.6,15523.1,672.2,4560.0,93.6
321.7,292.2,223.4,274.7,15476.1,617.6,4390.0,88.3
322.8,292.8,223.3,275.1,15560.0,640.2,4533.0,89.4
319.9,291.9,221.0,273.4,15575.4,593.0,4524.0,83.2
312.1,290.8,214.5,267.8,15607.3,454.8,4593.0,63.0
324.1,291.7,224.9,277.2,15497.3,678.9,4525.0,95.4
320.2,292.4,220.9,274.0,15374.9,594.5,4553.0,83.5
318.7,292.1,219.6,272.1,15422.0,563.6,4640.0,78.0
310.3,291.2,212.3,265.8,15581.0,399.0,4611.0,55.5
315.6,291.4,217.2,270.6,15277.5,519.6,4605.0,72.4
317.5,292.6,218.5,270.5,15455.3,525.5,4534.0,73.0
323.7,291.9,224.2,276.1,15341.0,652.3,4585.0,93.2
318.5,291.9,218.9,271.3,15404.3,558.8,4545.0,77.3
314.8,291.3,216.7,269.3,15591.8,497.7,4546.0,69.0
325.8,292.4,226.2,278.3,15428.7,696.7,4575.0,98.8
310.4,291.7,211.8,265.5,15407.0,395.7,4523.0,55.5
316.2,292.5,217.5,270.1,15196.0,508.3,4626.0,71.1
309.3,291.8,211.0,265.0,15511.9,371.8,4543.0,52.1
321.8,292.3,223.1,274.9,15496.8,624.9,4580.0,87.0
324.4,291.9,225.4,276.8,15724.5,699.4,4621.0,95.9
312.8,291.3,215.0,268.6,15353.8,464.5,4598.0,64.0
323.6,292.6,224.0,276.8,15432.9,652.2,4475.0,92.9
313.7,291.9,215.3,267.9,15437.4,466.0,4567.0,64.6
324.3,291.8,225.3,276.8,15636.6,695.8,4586.0,95.5
322.1,292.2,222.6,275.4,15385.7,630.4,4587.0,87.7
323.2,292.3,223.3,275.6,15441.9,655.1,4485.0,90.2
307.9,290.9,211.1,263.6,15491.2,374.2,4507.0,50.9
324.9,291.9,225.7,277.3,15428.0,711.8,4588.0,98.1
321.0,292.0,222.1,274.4,15333.0,619.4,4499.0,86.3
313.6,291.6,214.7,268.1,15429.1,473.3,4521.0,65.2
322.7,292.2,224.2,275.8,15561.0,655.3,4614.0,91.5
313.7,291.9,215.3,268.2,15246.0,458.3,4531.0,64.1
323.9,292.6,224.2,277.2,15419.9,666.2,4496.0,93.6
310.0,291.2,213.3,265.7,15295.0,406.4,4487.0,55.6
319.9,291.0,221.9,274.6,15579.3,602.1,4547.0,85.2
317.1,291.2,218.9,272.4,15171.5,562.6,4462.0,77.0
309.9,291.5,212.6,266.1,15316.2,394.8,4515.0,54.8
311.3,290.4,214.7,267.7,15456.6,435.3,4543.0,62.1
308.7,291.6,211.1,263.6,15634.8,363.8,4590.0,50.6
316.4,291.5,218.0,271.0,15390.1,509.7,4557.0,73.4
315.0,293.8,215.7,268.9,15316.7,469.3,4487.0,65.1
319.9,293.3,220.1,272.7,15682.2,578.5,4581.0,79.9
313.3,291.6,215.7,269.1,15182.8,459.9,4506.0,64.9
313.3,291.4,214.7,268.8,15070.2,465.5,4457.0,65.0
321.9,292.7,222.3,275.0,15466.0,640.2,4509.0,87.2
309.7,292.2,212.2,265.3,15324.7,372.1,4589.0,52.4
323.4,291.3,224.7,277.2,15246.8,670.2,4524.0,95.1
322.4,291.1,223.9,275.3,15506.3,675.9,4515.0,92.6
319.7,291.5,221.1,273.5,15436.6,612.6,4595.0,83.4
319.0,291.1,219.6,273.1,15315.4,569.6,4441.0,79.7
324.3,292.4,223.9,276.5,15208.0,686.1,4447.0,94.6
311.9,291.7,213.6,266.7,15530.9,431.7,4429.0,59.3
308.8,291.1,212.0,264.9,15497.5,381.7,4527.0,53.9
311.2,290.2,214.5,268.3,15385.1,440.1,4516.0,62.0
322.7,292.0,223.2,276.2,15677.0,652.6,4583.0,89.7
308.2,290.7,211.3,264.3,15239.5,378.6,4517.0,51.7
317.5,290.4,220.3,272.5,15171.2,570.3,4483.0,79.1
326.0,292.4,226.4,278.1,15296.2,704.6,4503.0,99.8
323.8,292.5,224.0,276.6,15393.2,681.8,4507.0,92.8
317.3,291.9,218.9,271.8,15436.5,539.9,4416.0,76.1
308.9,290.7,212.0,265.4,15363.8,378.5,4634.0,53.2
322.9,291.9,224.4,276.1,15452.8,657.9,4524.0,91.6
318.6,291.2,219.9,273.9,15212.3,584.1,4507.0,79.9
309.4,290.8,212.6,265.4,15616.6,403.3,4526.0,55.7
309.3,291.0,212.4,264.8,15387.7,393.3,4530.0,54.7
324.6,292.5,224.7,277.0,15567.6,687.1,4486.0,95.5
320.2,292.0,221.3,273.1,15451.4,597.1,4460.0,83.5
323.0,292.2,223.2,275.4,15468.5,659.1,4520.0,91.5
323.3,292.1,223.9,276.3,15485.5,648.0,4509.0,93.9
318.2,291.6,219.9,272.0,15467.2,559.6,4448.0,78.6
316.2,290.6,218.7,271.2,15496.4,544.3,4558.0,75.9
315.8,291.3,217.6,270.5,15599.4,503.1,4500.0,71.5
314.4,291.9,215.7,268.5,15429.5,473.4,4521.0,65.8
315.1,290.9,217.2,270.3,15506.4,511.4,4553.0,71.7
321.6,292.0,222.9,275.5,15386.5,649.7,4483.0,88.7
319.0,291.8,219.7,272.4,15616.0,585.3,4497.0,80.1
324.7,292.6,225.4,276.8,15298.5,672.2,4520.0,94.6
315.8,291.2,217.2,270.6,15670.1,514.9,4442.0,72.2
318.6,291.3,220.2,272.0,15394.0,573.9,4480.0,80.4
318.4,290.9,220.3,272.2,15185.4,579.5,4482.0,81.6
318.7,291.4,220.3,272.7,15419.2,570.6,4427.0,79.6
321.7,293.3,221.7,274.4,15297.8,602.2,4590.0,85.1
312.4,291.3,214.3,268.4,15526.1,435.4,4402.0,61.9
317.2,291.9,219.2,271.5,15302.1,545.4,4406.0,75.6
310.0,291.0,212.4,266.0,15333.1,398.2,4536.0,55.2
314.9,291.7,217.0,269.6,15116.6,489.4,4504.0,69.2
316.4,291.4,218.0,271.2,15332.2,538.5,4416.0,74.4
320.2,292.3,220.5,274.1,15036.4,585.5,4497.0,82.6
325.2,292.0,225.8,276.8,15162.4,699.8,4539.0,97.5
318.8,291.8,220.1,272.9,15514.1,578.8,4463.0,80.0
320.9,291.1,222.7,275.6,15517.9,623.0,4593.0,87.2
317.8,292.2,218.7,271.5,15463.8,541.9,4375.0,75.3
319.7,292.4,220.8,273.9,15255.0,580.0,4495.0,81.7
309.0,291.1,211.2,265.0,15392.8,381.8,4518.0,53.5
313.1,291.9,215.5,267.8,15399.5,447.2,4503.0,62.7
314.3,291.0,216.4,269.4,15226.2,481.8,4447.0,68.1
316.1,291.4,218.5,270.0,15625.5,525.1,4441.0,73.6
308.4,290.8,211.1,264.4,15531.6,365.7,4477.0,52.3
309.6,289.7,213.1,265.7,15366.9,404.8,4494.0,57.0
313.2,291.9,214.6,268.5,15404.0,454.6,4482.0,63.8
324.6,291.2,226.2,278.3,15431.3,702.3,4503.0,98.6
313.4,291.2,215.8,269.0,15093.7,474.3,4399.0,66.6
315.6,290.3,218.4,271.4,15362.9,529.4,4437.0,74.1
311.5,290.3,214.1,266.9,15297.7,430.5,4400.0,59.8
318.9,291.8,219.9,273.4,15249.8,582.9,4427.0,80.5
312.9,291.3,214.9,268.2,15357.8,453.7,4496.0,64.0
311.2,290.3,214.2,267.2,15669.7,424.2,4449.0,60.3
316.7,290.8,219.7,271.4,15496.1,534.3,4573.0,75.8
308.3,292.2,210.8,264.6,15314.3,357.0,4451.0,50.3
307.9,290.7,211.1,264.1,15485.9,358.5,4443.0,50.4
